GSTIN,Date,Invoice_Value,ITC_Claimed,Refund_Claimed,Is_Fraud_Label,Entity_Type
27ABCDE0000F1Z9,2025-05-24,228912.8,14553.5,0.0,0,normal
27ABCDE0000F1Z9,2025-05-25,236209.9,25120.49,0.0,0,normal
27ABCDE0000F1Z9,2025-05-26,246946.45,27614.5,0.0,0,normal
27ABCDE0000F1Z9,2025-05-29,292508.52,33962.25,0.0,0,normal
27ABCDE0000F1Z9,2025-05-30,241356.21,27913.25,0.0,0,normal
27ABCDE0000F1Z9,2025-05-31,184045.33,27481.14,0.0,0,normal
27ABCDE0000F1Z9,2025-06-01,257432.28,32255.65,0.0,0,normal
27ABCDE0000F1Z9,2025-06-03,238958.96,25095.81,0.0,0,normal
27ABCDE0000F1Z9,2025-06-04,264923.04,28800.38,0.0,0,normal
27ABCDE0000F1Z9,2025-06-08,226804.58,19433.02,0.0,0,normal
27ABCDE0000F1Z9,2025-06-10,208998.49,23258.26,0.0,0,normal
27ABCDE0000F1Z9,2025-06-11,295226.78,22366.38,0.0,0,normal
27ABCDE0000F1Z9,2025-06-19,258533.67,28677.25,0.0,0,normal
27ABCDE0000F1Z9,2025-06-22,212518.64,24515.6,0.0,0,normal
27ABCDE0000F1Z9,2025-06-24,266050.18,39021.75,0.0,0,normal
27ABCDE0000F1Z9,2025-06-26,190307.45,21015.82,0.0,0,normal
27ABCDE0000F1Z9,2025-06-27,242531.37,32543.73,0.0,0,normal
27ABCDE0000F1Z9,2025-07-02,242377.93,33754.2,0.0,0,normal
27ABCDE0000F1Z9,2025-07-06,237068.76,23920.58,0.0,0,normal
27ABCDE0000F1Z9,2025-07-13,265394.74,29652.29,0.0,0,normal
27ABCDE0000F1Z9,2025-07-19,217794.39,26804.76,0.0,0,normal
27ABCDE0000F1Z9,2025-07-20,231569.88,31482.58,0.0,0,normal
27ABCDE0000F1Z9,2025-07-23,210600.59,25428.33,0.0,0,normal
27ABCDE0000F1Z9,2025-07-25,241679.91,29070.63,0.0,0,normal
27ABCDE0000F1Z9,2025-08-14,189220.22,21432.42,0.0,0,normal
27ABCDE0000F1Z9,2025-08-23,229080.11,20619.61,0.0,0,normal
27ABCDE0000F1Z9,2025-08-25,205188.57,25395.09,0.0,0,normal
27ABCDE0000F1Z9,2025-08-26,251061.93,22108.79,0.0,0,normal
27ABCDE0000F1Z9,2025-09-04,235954.39,28281.68,0.0,0,normal
27ABCDE0000F1Z9,2025-09-06,241969.22,28030.32,0.0,0,normal
27ABCDE0000F1Z9,2025-09-10,295038.53,29467.97,0.0,0,normal
27ABCDE0000F1Z9,2025-09-12,283859.55,22475.76,0.0,0,normal
27ABCDE0000F1Z9,2025-09-18,195537.17,20432.13,0.0,0,normal
27ABCDE0000F1Z9,2025-09-19,240740.41,28885.41,0.0,0,normal
27ABCDE0000F1Z9,2025-09-23,206801.61,28871.7,0.0,0,normal
27ABCDE0000F1Z9,2025-09-24,213552.99,20393.14,0.0,0,normal
27ABCDE0000F1Z9,2025-09-27,210869.5,26072.12,0.0,0,normal
27ABCDE0000F1Z9,2025-10-06,214032.43,24170.34,0.0,0,normal
27ABCDE0000F1Z9,2025-10-08,246582.39,28391.68,0.0,0,normal
27ABCDE0000F1Z9,2025-10-15,212947.62,21331.49,0.0,0,normal
27ABCDE0000F1Z9,2025-10-29,197810.85,21701.62,0.0,0,normal
27ABCDE0000F1Z9,2025-10-31,266680.27,25999.23,0.0,0,normal
27ABCDE0000F1Z9,2025-11-01,208124.82,31222.19,0.0,0,normal
27ABCDE0000F1Z9,2025-11-03,225889.13,31112.48,0.0,0,normal
27ABCDE0000F1Z9,2025-11-07,284744.14,28549.67,0.0,0,normal
27ABCDE0000F1Z9,2025-11-12,241881.87,24068.97,0.0,0,normal
27ABCDE0000F1Z9,2025-11-13,244634.1,29358.03,0.0,0,normal
27ABCDE0000F1Z9,2025-11-15,250029.83,36494.94,0.0,0,normal
27ABCDE0000F1Z9,2025-11-23,233507.82,23753.15,0.0,0,normal
27ABCDE0000F1Z9,2025-11-28,239442.81,24769.66,0.0,0,normal
27ABCDE0000F1Z9,2025-12-03,198089.08,17704.69,0.0,0,normal
27ABCDE0000F1Z9,2025-12-04,228440.97,16908.12,0.0,0,normal
27ABCDE0000F1Z9,2025-12-09,173720.09,16329.63,0.0,0,normal
27ABCDE0000F1Z9,2025-12-10,232170.38,24667.94,0.0,0,normal
27ABCDE0000F1Z9,2025-12-12,211641.2,23071.63,0.0,0,normal
27ABCDE0000F1Z9,2025-12-13,225375.25,19192.04,0.0,0,normal
27ABCDE0000F1Z9,2025-12-14,229645.45,29036.88,0.0,0,normal
27ABCDE0000F1Z9,2025-12-15,242023.73,27023.49,0.0,0,normal
27ABCDE0000F1Z9,2025-12-22,232530.35,29038.43,0.0,0,normal
27ABCDE0000F1Z9,2025-12-24,236310.27,19167.73,0.0,0,normal
27ABCDE0000F1Z9,2025-12-25,211128.83,27350.86,0.0,0,normal
27ABCDE0000F1Z9,2025-12-28,251249.49,33357.13,0.0,0,normal
27ABCDE0001F1Z5,2025-01-02,353839.43,53254.23,37296.9,1,fraud
27ABCDE0001F1Z5,2025-01-03,367041.11,56132.43,0.0,0,fraud
27ABCDE0001F1Z5,2025-01-07,327384.35,400231.92,319908.3,1,fraud
27ABCDE0001F1Z5,2025-01-13,368345.45,311003.13,0.0,1,fraud
27ABCDE0001F1Z5,2025-01-16,373594.11,46570.1,0.0,0,fraud
27ABCDE0001F1Z5,2025-01-22,301111.38,51954.18,32428.83,1,fraud
27ABCDE0001F1Z5,2025-01-23,291388.04,40530.02,0.0,0,fraud
27ABCDE0001F1Z5,2025-01-28,320721.77,60485.52,0.0,0,fraud
27ABCDE0001F1Z5,2025-01-30,273757.88,47784.13,0.0,0,fraud
27ABCDE0001F1Z5,2025-02-01,375336.45,323881.51,198561.26,1,fraud
27ABCDE0001F1Z5,2025-02-04,390325.68,314366.09,0.0,1,fraud
27ABCDE0001F1Z5,2025-02-14,321367.06,42118.25,0.0,0,fraud
27ABCDE0001F1Z5,2025-02-16,237369.01,244688.22,0.0,1,fraud
27ABCDE0001F1Z5,2025-02-21,258558.86,46175.99,39709.15,1,fraud
27ABCDE0001F1Z5,2025-02-22,3427361.0,77226.99,0.0,1,fraud
27ABCDE0001F1Z5,2025-02-24,2148254.87,53694.46,28016.25,1,fraud
27ABCDE0001F1Z5,2025-02-27,2935787.22,50307.05,0.0,1,fraud
27ABCDE0001F1Z5,2025-03-07,2623728.45,54836.48,0.0,1,fraud
27ABCDE0001F1Z5,2025-03-08,268686.55,43705.71,0.0,0,fraud
27ABCDE0001F1Z5,2025-03-13,278923.62,283762.06,0.0,1,fraud
27ABCDE0001F1Z5,2025-03-21,319589.25,52954.36,0.0,0,fraud
27ABCDE0001F1Z5,2025-04-03,2783178.57,70000.92,37211.02,1,fraud
27ABCDE0001F1Z5,2025-04-04,353443.09,58849.22,34870.36,1,fraud
27ABCDE0001F1Z5,2025-04-09,340547.39,45043.07,0.0,0,fraud
27ABCDE0001F1Z5,2025-04-10,409297.11,51081.23,0.0,0,fraud
27ABCDE0001F1Z5,2025-04-15,320757.35,327901.74,0.0,1,fraud
27ABCDE0001F1Z5,2025-04-16,291715.06,45552.36,0.0,0,fraud
27ABCDE0001F1Z5,2025-04-19,334237.52,51393.9,31949.13,1,fraud
27ABCDE0001F1Z5,2025-04-20,337985.49,63814.53,0.0,0,fraud
27ABCDE0001F1Z5,2025-04-22,316901.97,55395.64,0.0,0,fraud
27ABCDE0001F1Z5,2025-04-24,376041.22,55079.86,0.0,0,fraud
27ABCDE0001F1Z5,2025-04-28,306680.19,53215.62,0.0,0,fraud
27ABCDE0001F1Z5,2025-05-06,1934106.66,43984.97,0.0,1,fraud
27ABCDE0001F1Z5,2025-05-09,332265.83,53748.27,0.0,0,fraud
27ABCDE0001F1Z5,2025-05-12,356120.42,338086.59,296369.63,1,fraud
27ABCDE0001F1Z5,2025-05-16,372840.69,425221.65,313033.53,1,fraud
27ABCDE0001F1Z5,2025-05-19,356488.97,57043.53,0.0,0,fraud
27ABCDE0001F1Z5,2025-05-22,338395.01,54177.96,0.0,0,fraud
27ABCDE0001F1Z5,2025-05-23,389120.15,60911.5,53497.06,1,fraud
27ABCDE0001F1Z5,2025-05-26,310301.85,448596.48,0.0,1,fraud
27ABCDE0001F1Z5,2025-05-29,3031907.59,51024.63,0.0,1,fraud
27ABCDE0001F1Z5,2025-05-31,380153.32,63252.47,0.0,0,fraud
27ABCDE0001F1Z5,2025-06-04,311237.65,51118.81,0.0,0,fraud
27ABCDE0001F1Z5,2025-06-07,292664.11,48039.99,0.0,0,fraud
27ABCDE0001F1Z5,2025-06-10,303516.82,51238.61,0.0,0,fraud
27ABCDE0001F1Z5,2025-06-12,347809.24,55510.99,0.0,0,fraud
27ABCDE0001F1Z5,2025-06-14,367514.39,48974.06,0.0,0,fraud
27ABCDE0001F1Z5,2025-06-20,315353.24,365620.05,322323.57,1,fraud
27ABCDE0001F1Z5,2025-06-23,339675.01,483979.93,0.0,1,fraud
27ABCDE0001F1Z5,2025-06-24,268997.64,44304.48,0.0,0,fraud
27ABCDE0001F1Z5,2025-07-03,331347.65,56829.93,0.0,0,fraud
27ABCDE0001F1Z5,2025-07-06,407540.55,349328.8,0.0,1,fraud
27ABCDE0001F1Z5,2025-07-08,337113.39,373143.92,0.0,1,fraud
27ABCDE0001F1Z5,2025-07-10,342814.52,61552.39,0.0,0,fraud
27ABCDE0001F1Z5,2025-07-11,330382.01,46541.33,0.0,0,fraud
27ABCDE0001F1Z5,2025-07-12,311203.01,53792.44,0.0,0,fraud
27ABCDE0001F1Z5,2025-07-13,334972.4,49774.87,0.0,0,fraud
27ABCDE0001F1Z5,2025-07-21,362907.13,58232.0,0.0,0,fraud
27ABCDE0001F1Z5,2025-07-25,356535.98,61568.93,0.0,0,fraud
27ABCDE0001F1Z5,2025-07-30,288979.04,40068.33,21360.23,1,fraud
27ABCDE0001F1Z5,2025-08-08,284769.6,58570.0,0.0,0,fraud
27ABCDE0001F1Z5,2025-08-09,368477.67,55468.38,0.0,0,fraud
27ABCDE0001F1Z5,2025-08-10,282455.79,46392.59,0.0,0,fraud
27ABCDE0001F1Z5,2025-08-12,299086.35,40871.93,0.0,0,fraud
27ABCDE0001F1Z5,2025-08-17,314573.63,48664.95,0.0,0,fraud
27ABCDE0001F1Z5,2025-08-21,2569600.6,41975.83,0.0,1,fraud
27ABCDE0001F1Z5,2025-08-27,378745.44,52810.64,0.0,0,fraud
27ABCDE0001F1Z5,2025-08-30,265520.84,31439.31,0.0,0,fraud
27ABCDE0001F1Z5,2025-08-31,236857.92,40818.3,0.0,0,fraud
27ABCDE0001F1Z5,2025-09-02,295806.64,43862.93,0.0,0,fraud
27ABCDE0001F1Z5,2025-09-03,337457.98,69580.18,0.0,0,fraud
27ABCDE0001F1Z5,2025-09-05,322562.58,55052.47,0.0,0,fraud
27ABCDE0001F1Z5,2025-09-09,384909.28,61063.47,0.0,0,fraud
27ABCDE0001F1Z5,2025-09-15,302921.85,364201.72,0.0,1,fraud
27ABCDE0001F1Z5,2025-10-02,356691.52,464450.14,383694.1,1,fraud
27ABCDE0001F1Z5,2025-10-03,300106.9,43697.39,26941.76,1,fraud
27ABCDE0001F1Z5,2025-10-09,276786.48,47204.53,0.0,0,fraud
27ABCDE0001F1Z5,2025-10-15,327616.94,284955.73,151902.05,1,fraud
27ABCDE0001F1Z5,2025-10-18,330671.72,302043.92,0.0,1,fraud
27ABCDE0001F1Z5,2025-10-21,308892.68,49555.02,0.0,0,fraud
27ABCDE0001F1Z5,2025-10-22,271196.55,51270.56,27881.18,1,fraud
27ABCDE0001F1Z5,2025-10-27,357226.95,55552.39,0.0,0,fraud
27ABCDE0001F1Z5,2025-10-31,338369.9,44509.17,0.0,0,fraud
27ABCDE0001F1Z5,2025-11-02,345879.86,42040.97,0.0,0,fraud
27ABCDE0001F1Z5,2025-11-08,256068.7,36653.0,0.0,0,fraud
27ABCDE0001F1Z5,2025-11-10,278887.59,229422.95,0.0,1,fraud
27ABCDE0001F1Z5,2025-11-21,306791.01,45645.33,0.0,0,fraud
27ABCDE0001F1Z5,2025-11-22,363837.63,54506.2,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-01,308752.53,38109.4,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-09,261617.94,53396.16,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-11,284315.64,57950.8,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-13,2409654.3,46622.22,0.0,1,fraud
27ABCDE0001F1Z5,2025-12-14,289499.25,45375.38,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-15,325617.54,417092.64,0.0,1,fraud
27ABCDE0001F1Z5,2025-12-16,366095.65,58315.98,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-19,332478.46,65715.79,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-20,374864.07,61322.64,39913.82,1,fraud
27ABCDE0001F1Z5,2025-12-26,317179.21,52585.56,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-28,307305.55,47375.03,0.0,0,fraud
27ABCDE0001F1Z5,2025-12-30,1974010.51,59029.93,0.0,1,fraud
27ABCDE0002F1Z8,2025-01-13,185240.98,19525.46,0.0,0,normal
27ABCDE0002F1Z8,2025-01-15,158244.19,17132.01,0.0,0,normal
27ABCDE0002F1Z8,2025-01-21,176069.17,27442.72,0.0,0,normal
27ABCDE0002F1Z8,2025-01-24,155749.92,20833.58,0.0,0,normal
27ABCDE0002F1Z8,2025-01-28,139703.02,16158.27,0.0,0,normal
27ABCDE0002F1Z8,2025-01-29,161661.22,17064.67,0.0,0,normal
27ABCDE0002F1Z8,2025-01-31,163990.93,18173.96,0.0,0,normal
27ABCDE0002F1Z8,2025-02-02,147455.24,16719.35,0.0,0,normal
27ABCDE0002F1Z8,2025-02-03,151342.87,21864.22,0.0,0,normal
27ABCDE0002F1Z8,2025-02-07,158678.91,18830.58,0.0,0,normal
27ABCDE0002F1Z8,2025-02-11,174489.09,12376.09,0.0,0,normal
27ABCDE0002F1Z8,2025-02-14,160325.4,15924.56,0.0,0,normal
27ABCDE0002F1Z8,2025-02-20,139905.78,14988.15,0.0,0,normal
27ABCDE0002F1Z8,2025-02-23,170912.52,19846.14,0.0,0,normal
27ABCDE0002F1Z8,2025-02-24,139237.17,13766.05,0.0,0,normal
27ABCDE0002F1Z8,2025-02-27,167692.42,15059.03,0.0,0,normal
27ABCDE0002F1Z8,2025-02-28,122799.09,10502.23,0.0,0,normal
27ABCDE0002F1Z8,2025-03-01,171917.8,17380.67,0.0,0,normal
27ABCDE0002F1Z8,2025-03-08,143168.9,22641.32,0.0,0,normal
27ABCDE0002F1Z8,2025-03-16,177160.87,19189.91,0.0,0,normal
27ABCDE0002F1Z8,2025-03-19,161694.93,18606.72,0.0,0,normal
27ABCDE0002F1Z8,2025-03-25,169625.08,24569.02,0.0,0,normal
27ABCDE0002F1Z8,2025-03-26,156356.46,14470.09,0.0,0,normal
27ABCDE0002F1Z8,2025-03-28,160766.1,16152.68,0.0,0,normal
27ABCDE0002F1Z8,2025-03-31,165159.39,22394.26,0.0,0,normal
27ABCDE0002F1Z8,2025-04-01,160027.83,17445.01,0.0,0,normal
27ABCDE0002F1Z8,2025-04-02,146200.3,16653.12,0.0,0,normal
27ABCDE0002F1Z8,2025-04-03,155575.24,22847.76,0.0,0,normal
27ABCDE0002F1Z8,2025-04-04,138841.65,16662.97,0.0,0,normal
27ABCDE0002F1Z8,2025-04-05,129239.42,16289.75,0.0,0,normal
27ABCDE0002F1Z8,2025-04-15,150601.37,16622.62,0.0,0,normal
27ABCDE0002F1Z8,2025-04-18,152492.75,13536.1,0.0,0,normal
27ABCDE0002F1Z8,2025-04-21,147236.31,14631.73,0.0,0,normal
27ABCDE0002F1Z8,2025-04-28,163947.44,10548.66,0.0,0,normal
27ABCDE0002F1Z8,2025-05-03,155650.66,18954.04,0.0,0,normal
27ABCDE0002F1Z8,2025-05-05,164699.13,19588.21,0.0,0,normal
27ABCDE0002F1Z8,2025-05-06,182234.4,23235.33,0.0,0,normal
27ABCDE0002F1Z8,2025-05-12,159583.01,20253.76,0.0,0,normal
27ABCDE0002F1Z8,2025-05-13,167753.99,17107.86,0.0,0,normal
27ABCDE0002F1Z8,2025-05-14,136617.39,11198.88,0.0,0,normal
27ABCDE0002F1Z8,2025-05-15,168917.59,14718.56,0.0,0,normal
27ABCDE0002F1Z8,2025-05-19,138794.08,14404.32,0.0,0,normal
27ABCDE0002F1Z8,2025-05-23,167339.85,22419.98,0.0,0,normal
27ABCDE0002F1Z8,2025-05-30,154945.06,20083.27,0.0,0,normal
27ABCDE0002F1Z8,2025-06-02,143751.41,14807.3,0.0,0,normal
27ABCDE0002F1Z8,2025-06-04,167428.98,20132.79,0.0,0,normal
27ABCDE0002F1Z8,2025-06-07,159116.82,13878.35,0.0,0,normal
27ABCDE0002F1Z8,2025-06-10,165510.66,23176.08,0.0,0,normal
27ABCDE0002F1Z8,2025-06-12,155763.58,22078.05,0.0,0,normal
27ABCDE0002F1Z8,2025-06-14,141215.42,17222.18,0.0,0,normal
27ABCDE0002F1Z8,2025-06-17,155002.38,15395.42,0.0,0,normal
27ABCDE0002F1Z8,2025-06-20,159531.61,14899.19,0.0,0,normal
27ABCDE0002F1Z8,2025-06-29,146157.57,16591.71,0.0,0,normal
27ABCDE0002F1Z8,2025-06-30,110859.9,11671.55,0.0,0,normal
27ABCDE0002F1Z8,2025-07-08,150066.5,19945.1,0.0,0,normal
27ABCDE0002F1Z8,2025-07-10,151257.78,15247.32,0.0,0,normal
27ABCDE0002F1Z8,2025-07-13,151861.5,14808.03,0.0,0,normal
27ABCDE0002F1Z8,2025-07-15,142877.6,13688.12,0.0,0,normal
27ABCDE0002F1Z8,2025-07-20,172899.31,18271.71,0.0,0,normal
27ABCDE0002F1Z8,2025-07-25,145270.99,18657.52,0.0,0,normal
27ABCDE0002F1Z8,2025-07-26,147207.32,14512.76,0.0,0,normal
27ABCDE0002F1Z8,2025-07-27,176805.94,13655.97,0.0,0,normal
27ABCDE0002F1Z8,2025-07-29,168512.39,23000.36,0.0,0,normal
27ABCDE0002F1Z8,2025-07-31,170263.38,18769.87,0.0,0,normal
27ABCDE0002F1Z8,2025-08-01,179495.22,23691.86,0.0,0,normal
27ABCDE0002F1Z8,2025-08-03,136938.0,17755.55,0.0,0,normal
27ABCDE0002F1Z8,2025-08-07,171198.07,19522.03,0.0,0,normal
27ABCDE0002F1Z8,2025-08-09,167380.29,22242.58,0.0,0,normal
27ABCDE0002F1Z8,2025-08-11,165151.74,14424.79,0.0,0,normal
27ABCDE0002F1Z8,2025-08-12,182037.58,15924.0,0.0,0,normal
27ABCDE0002F1Z8,2025-08-13,166883.62,18937.77,0.0,0,normal
27ABCDE0002F1Z8,2025-08-22,140319.28,16668.38,0.0,0,normal
27ABCDE0002F1Z8,2025-08-23,177512.84,12646.41,0.0,0,normal
27ABCDE0002F1Z8,2025-08-25,180394.34,16654.43,0.0,0,normal
27ABCDE0002F1Z8,2025-08-27,139915.14,11661.51,0.0,0,normal
27ABCDE0002F1Z8,2025-09-02,140980.45,14252.04,0.0,0,normal
27ABCDE0002F1Z8,2025-09-09,136289.43,18513.66,0.0,0,normal
27ABCDE0002F1Z8,2025-09-11,159377.84,16188.82,0.0,0,normal
27ABCDE0002F1Z8,2025-09-19,157488.91,23850.88,0.0,0,normal
27ABCDE0002F1Z8,2025-09-23,182867.42,17882.0,0.0,0,normal
27ABCDE0002F1Z8,2025-09-24,184563.18,21698.54,0.0,0,normal
27ABCDE0002F1Z8,2025-09-28,153271.64,15922.59,0.0,0,normal
27ABCDE0002F1Z8,2025-10-03,151222.16,15537.91,0.0,0,normal
27ABCDE0002F1Z8,2025-10-04,140876.67,21172.33,0.0,0,normal
27ABCDE0002F1Z8,2025-10-12,123755.51,10913.65,0.0,0,normal
27ABCDE0002F1Z8,2025-10-15,157470.84,16002.88,0.0,0,normal
27ABCDE0002F1Z8,2025-10-17,177101.71,16883.73,0.0,0,normal
27ABCDE0002F1Z8,2025-10-18,165117.82,12725.63,0.0,0,normal
27ABCDE0002F1Z8,2025-10-21,164365.59,18297.5,0.0,0,normal
27ABCDE0002F1Z8,2025-10-30,157845.26,13749.42,0.0,0,normal
27ABCDE0002F1Z8,2025-11-01,172366.25,18001.77,0.0,0,normal
27ABCDE0002F1Z8,2025-11-03,125016.92,10612.71,0.0,0,normal
27ABCDE0002F1Z8,2025-11-04,152615.83,19105.76,0.0,0,normal
27ABCDE0002F1Z8,2025-11-06,155753.18,15430.2,0.0,0,normal
27ABCDE0002F1Z8,2025-11-07,158680.2,19844.61,0.0,0,normal
27ABCDE0002F1Z8,2025-11-09,166793.65,19471.11,0.0,0,normal
27ABCDE0002F1Z8,2025-11-10,143287.54,19206.25,0.0,0,normal
27ABCDE0002F1Z8,2025-11-11,159185.28,17575.08,0.0,0,normal
27ABCDE0002F1Z8,2025-11-13,161717.29,16582.75,0.0,0,normal
27ABCDE0002F1Z8,2025-11-19,149311.06,10108.93,0.0,0,normal
27ABCDE0002F1Z8,2025-11-22,194446.4,19981.98,0.0,0,normal
27ABCDE0002F1Z8,2025-11-23,159442.8,20253.54,0.0,0,normal
27ABCDE0002F1Z8,2025-11-24,168674.68,20889.37,0.0,0,normal
27ABCDE0002F1Z8,2025-11-25,164570.8,17126.81,0.0,0,normal
27ABCDE0002F1Z8,2025-11-26,168601.32,24250.71,0.0,0,normal
27ABCDE0002F1Z8,2025-11-29,126763.8,15223.51,0.0,0,normal
27ABCDE0002F1Z8,2025-11-30,157950.81,15486.61,0.0,0,normal
27ABCDE0002F1Z8,2025-12-01,171872.11,21772.78,0.0,0,normal
27ABCDE0002F1Z8,2025-12-02,163173.33,17313.11,0.0,0,normal
27ABCDE0002F1Z8,2025-12-07,178583.47,18167.37,0.0,0,normal
27ABCDE0002F1Z8,2025-12-08,135759.86,18167.94,0.0,0,normal
27ABCDE0002F1Z8,2025-12-10,149620.49,19767.81,0.0,0,normal
27ABCDE0002F1Z8,2025-12-12,167421.2,17361.62,0.0,0,normal
27ABCDE0002F1Z8,2025-12-14,161052.97,22501.95,0.0,0,normal
27ABCDE0002F1Z8,2025-12-31,200453.42,20301.25,0.0,0,normal
27ABCDE0003F1Z5,2025-01-01,91141.97,13837.46,0.0,0,normal
27ABCDE0003F1Z5,2025-01-04,91470.17,17106.62,0.0,0,normal
27ABCDE0003F1Z5,2025-01-08,68910.87,10664.36,0.0,0,normal
27ABCDE0003F1Z5,2025-01-09,85264.54,9366.95,0.0,0,normal
27ABCDE0003F1Z5,2025-01-11,90086.43,14303.13,0.0,0,normal
27ABCDE0003F1Z5,2025-01-14,96102.95,15106.02,0.0,0,normal
27ABCDE0003F1Z5,2025-01-15,84576.14,10306.09,0.0,0,normal
27ABCDE0003F1Z5,2025-01-20,78371.8,11451.98,0.0,0,normal
27ABCDE0003F1Z5,2025-01-25,85693.35,16214.19,0.0,0,normal
27ABCDE0003F1Z5,2025-01-28,77545.23,11095.38,0.0,0,normal
27ABCDE0003F1Z5,2025-02-03,93492.8,14533.79,0.0,0,normal
27ABCDE0003F1Z5,2025-02-04,100064.66,21896.04,0.0,0,normal
27ABCDE0003F1Z5,2025-02-08,84423.32,13330.66,0.0,0,normal
27ABCDE0003F1Z5,2025-02-12,76846.09,11612.11,0.0,0,normal
27ABCDE0003F1Z5,2025-02-13,82182.75,18502.17,0.0,0,normal
27ABCDE0003F1Z5,2025-02-14,84030.39,14505.65,0.0,0,normal
27ABCDE0003F1Z5,2025-02-15,81893.2,8208.9,0.0,0,normal
27ABCDE0003F1Z5,2025-02-16,83722.41,13466.72,0.0,0,normal
27ABCDE0003F1Z5,2025-02-18,73895.31,10757.73,0.0,0,normal
27ABCDE0003F1Z5,2025-02-19,90481.02,15874.97,0.0,0,normal
27ABCDE0003F1Z5,2025-02-27,89143.8,11647.4,0.0,0,normal
27ABCDE0003F1Z5,2025-02-28,80890.53,11181.5,0.0,0,normal
27ABCDE0003F1Z5,2025-03-02,85477.91,10493.85,0.0,0,normal
27ABCDE0003F1Z5,2025-03-04,87972.26,13026.57,0.0,0,normal
27ABCDE0003F1Z5,2025-03-12,100683.54,17905.93,0.0,0,normal
